,player_name,team_abbreviation,age,player_height,player_weight,season
0,Travis Knight,LAL,22,213.36,106.59412,1996-97
1,Matt Fish,MIA,27,210.82,106.59412,1996-97
2,Matt Bullard,HOU,30,208.28,106.59412,1996-97
3,Marty Conlon,BOS,29,210.82,111.13004,1996-97
4,Martin Muursepp,DAL,22,205.74,106.59412,1996-97
5,Martin Lewis,TOR,22,198.12,102.0582,1996-97
6,Mark West,CLE,36,208.28,111.583632,1996-97
7,Mark Strickland,MIA,26,208.28,99.79024,1996-97
8,Mark Price,GSW,33,182.88,81.64656,1996-97
9,Mark Jackson,IND,32,190.5,83.91452,1996-97
10,Mark Hendrickson,PHI,23,205.74,99.79024,1996-97
11,Mark Davis,PHI,24,200.66,95.25432,1996-97
12,Mark Bryant,PHX,32,205.74,111.13004,1996-97
13,Mark Bradtke,PHI,28,208.28,120.20188,1996-97
14,Mario Elie,HOU,33,195.58,95.25432,1996-97
15,Marcus Camby,TOR,23,210.82,99.79024,1996-97
16,Marcus Brown,POR,23,190.5,83.91452,1996-97
17,Malik Sealy,LAC,27,203.2,90.7184,1996-97
18,Malik Rose,CHH,22,200.66,113.398,1996-97
19,Mahmoud Abdul-Rauf,SAC,28,185.42,73.481904,1996-97
20,Lucious Harris,PHI,26,195.58,92.98636,1996-97
21,Luc Longley,CHI,28,218.44,132.448864,1996-97
22,Loy Vaught,LAC,29,205.74,108.86208,1996-97
23,Lou Roe,GSW,24,200.66,99.79024,1996-97
24,Matt Geiger,CHH,27,215.9,111.13004,1996-97
25,Matt Maloney,HOU,25,190.5,90.7184,1996-97
26,Matt Steigenga,CHI,27,200.66,102.0582,1996-97
27,Melvin Booker,GSW,24,187.96,83.91452,1996-97
28,Pervis Ellison,BOS,30,205.74,95.25432,1996-97
29,Patrick Ewing,NYK,34,213.36,108.86208,1996-97
30,P.J. Brown,MIA,27,210.82,108.86208,1996-97
31,Otis Thorpe,DET,34,208.28,111.583632,1996-97
32,Othella Harrington,HOU,23,205.74,106.59412,1996-97
33,Oliver Miller,TOR,27,205.74,140.61352,1996-97
34,Olden Polynice,SAC,32,213.36,113.398,1996-97
35,Nick Van Exel,LAL,25,185.42,83.007336,1996-97
36,Nick Anderson,ORL,29,198.12,103.418976,1996-97
37,Nate McMillan,SEA,32,195.58,90.7184,1996-97
38,Nate Driggers,BOS,23,195.58,97.52228,1996-97
39,Lorenzo Williams,WAS,27,205.74,104.32616,1996-97
40,Muggsy Bogues,CHH,32,160.02,63.956472,1996-97
41,Moochie Norris,VAN,23,187.96,85.275296,1996-97
42,Monty Williams,SAS,25,203.2,102.0582,1996-97
43,Mitchell Butler,POR,26,195.58,95.25432,1996-97
44,Mitch Richmond,SAC,32,195.58,97.52228,1996-97
45,Mike Brown,PHX,33,208.28,117.93392,1996-97
46,Michael Smith,SAC,25,203.2,104.32616,1996-97
47,Michael Jordan,CHI,34,198.12,97.975872,1996-97
48,Michael Hawkins,BOS,24,182.88,80.739376,1996-97
49,Michael Finley,DAL,24,200.66,97.52228,1996-97
50,Michael Curry,DET,28,195.58,95.25432,1996-97
51,Michael Cage,PHI,35,205.74,112.490816,1996-97
52,Mookie Blaylock,ATL,30,185.42,83.91452,1996-97
53,Pooh Richardson,LAC,31,185.42,81.64656,1996-97
54,Lorenzen Wright,LAC,21,210.82,108.86208,1996-97
55,Lloyd Daniels,NJN,29,200.66,92.98636,1996-97
56,Keith Askins,MIA,29,203.2,101.604608,1996-97
57,Karl Malone,UTA,33,205.74,116.119552,1996-97
58,Juwan Howard,WAS,24,205.74,113.398,1996-97
59,Jud Buechler,CHI,29,198.12,103.418976,1996-97
60,Jon Barry,ATL,27,195.58,92.98636,1996-97
61,Johnny Newman,MIL,33,200.66,90.7184,1996-97
62,John Wallace,NYK,23,205.74,102.0582,1996-97
63,John Stockton,UTA,35,185.42,79.3786,1996-97
64,John Starks,NYK,31,195.58,83.91452,1996-97
65,John Long,TOR,40,195.58,90.7184,1996-97
66,John Crotty,MIA,27,187.96,83.91452,1996-97
67,Joe Wolf,MIL,32,210.82,117.93392,1996-97
68,Joe Stephens,HOU,24,200.66,95.25432,1996-97
69,Joe Smith,GSW,21,208.28,102.0582,1996-97
70,Joe Kleine,NJN,35,213.36,122.923432,1996-97
71,Joe Dumars,DET,34,190.5,88.45044,1996-97
72,Joe Courtney,SAS,27,203.2,106.59412,1996-97
73,Jimmy Oliver,TOR,27,195.58,92.98636,1996-97
74,Jimmy King,DEN,23,195.58,95.25432,1996-97
75,Jimmy Carruth,MIL,27,208.28,120.20188,1996-97
76,Jim McIlvaine,SEA,24,215.9,117.93392,1996-97
77,Jim Jackson,NJN,26,198.12,97.52228,1996-97
78,Jerry Stackhouse,PHI,22,198.12,98.883056,1996-97
79,Keith Tower,MIL,27,210.82,113.398,1996-97
80,Ken Norman,ATL,32,203.2,97.52228,1996-97
81,Kendall Gill,NJN,29,195.58,97.975872,1996-97
82,Kenny Anderson,POR,26,185.42,76.203456,1996-97
83,Litterial Green,DET,27,185.42,83.91452,1996-97
84,Lionel Simmons,SAC,28,200.66,95.25432,1996-97
85,Lindsey Hunter,DET,26,187.96,88.45044,1996-97
86,Lee Mayberry,VAN,27,185.42,81.64656,1996-97
87,Lawrence Moten,VAN,25,195.58,86.18248,1996-97
88,Latrell Sprewell,GSW,26,195.58,86.18248,1996-97
89,Larry Stewart,SEA,28,203.2,104.32616,1996-97
90,Larry Krystkowiak,LAL,32,205.74,99.79024,1996-97
91,Larry Johnson,NYK,28,200.66,119.294696,1996-97
92,Lamond Murray,LAC,24,200.66,107.047712,1996-97
93,LaSalle Thompson,IND,36,208.28,111.13004,1996-97
94,Loren Meyer,PHX,24,208.28,117.93392,1996-97
95,LaPhonso Ellis,DEN,27,203.2,108.86208,1996-97
96,Kobe Bryant,LAL,18,200.66,90.7184,1996-97
97,Khalid Reeves,DAL,24,190.5,91.171992,1996-97
98,Kevin Willis,HOU,34,213.36,111.13004,1996-97
99,Kevin Salvadori,SAC,26,213.36,104.779752,1996-97
100,Kevin Johnson,PHX,31,185.42,86.18248,1996-97
101,Kevin Garnett,MIN,21,210.82,99.79024,1996-97
102,Kevin Gamble,SAC,31,195.58,95.25432,1996-97
103,Kevin Edwards,NJN,31,190.5,95.25432,1996-97
104,Kevin Duckworth,LAC,33,213.36,136.0776,1996-97
105,Kerry Kittles,NJN,23,195.58,81.192968,1996-97
106,Kenny Smith,DEN,32,190.5,77.11064,1996-97
107,Kurt Thomas,MIA,24,205.74,106.59412,1996-97
108,Popeye Jones,TOR,27,203.2,113.398,1996-97
109,Priest Lauderdale,ATL,23,223.52,155.582056,1996-97
110,Rafael Addison,CHH,32,203.2,109.315672,1996-97
111,Wayman Tisdale,PHX,33,205.74,117.93392,1996-97
112,Walter McCarty,NYK,23,208.28,104.32616,1996-97
113,Walt Williams,TOR,27,203.2,104.32616,1996-97
114,Voshon Lenard,MIA,24,193.04,92.98636,1996-97
115,Vlade Divac,CHH,29,215.9,117.93392,1996-97
116,Vitaly Potapenko,CLE,22,208.28,127.00576,1996-97
117,Vinny Del Negro,SAS,30,193.04,90.7184,1996-97
118,Vincent Askew,DEN,31,198.12,106.59412,1996-97
119,Vin Baker,MIL,25,210.82,111.13004,1996-97
120,Vernon Maxwell,SAS,31,193.04,86.18248,1996-97
121,Tyus Edney,SAC,24,177.8,68.945984,1996-97
122,Tyrone Hill,CLE,29,205.74,111.13004,1996-97
123,Terry Cummings,SEA,36,205.74,113.398,1996-97
124,Terrell Brandon,CLE,27,180.34,81.64656,1996-97
125,Stojko Vrankovic,MIN,33,218.44,117.93392,1996-97
126,Stevin Smith,DAL,25,187.96,94.347136,1996-97
127,Steven Smith,ATL,28,203.2,97.52228,1996-97
128,Steve Scheffler,SEA,29,205.74,113.398,1996-97
129,Steve Nash,PHX,23,190.5,88.45044,1996-97
130,Steve Kerr,CHI,31,190.5,81.64656,1996-97
131,Steve Hamer,BOS,23,213.36,111.13004,1996-97
132,Stephon Marbury,MIN,20,187.96,81.64656,1996-97
133,Stephen Howard,UTA,26,205.74,111.13004,1996-97
134,Wesley Person,PHX,26,198.12,88.45044,1996-97
135,Will Perdue,SAS,31,213.36,108.86208,1996-97
136,Willie Anderson,MIA,30,203.2,90.7184,1996-97
137,Willie Burton,ATL,29,203.2,95.25432,1996-97
138,Tyrone Corbin,ATL,34,198.12,102.0582,1996-97
139,Terry Dehere,LAC,25,193.04,86.18248,1996-97
140,Terry Mills,DET,29,208.28,113.398,1996-97
141,Terry Porter,MIN,34,190.5,88.45044,1996-97
142,Theo Ratliff,DET,24,208.28,102.0582,1996-97
143,Tim Hardaway,MIA,30,182.88,88.45044,1996-97
144,Tim Kempton,SAS,33,208.28,111.13004,1996-97
145,Tim Legler,WAS,30,193.04,90.7184,1996-97
146,Todd Day,BOS,27,198.12,85.275296,1996-97
147,Todd Fuller,GSW,22,210.82,115.66596,1996-97
148,Tom Chambers,CHH,38,208.28,99.79024,1996-97
149,Stanley Roberts,LAC,27,213.36,131.54168,1996-97
150,Tom Gugliotta,MIN,27,208.28,108.86208,1996-97
151,Toni Kukoc,CHI,28,210.82,105.233344,1996-97
152,Tony Delk,CHH,23,187.96,85.728888,1996-97
153,Tony Dumas,PHX,24,198.12,86.18248,1996-97
154,Tony Massenburg,NJN,29,205.74,113.398,1996-97
155,Tony Smith,CHH,29,193.04,92.98636,1996-97
156,Tracy Moore,HOU,31,193.04,90.7184,1996-97
157,Tracy Murray,WAS,25,200.66,103.418976,1996-97
158,Travis Best,IND,24,180.34,82.553744,1996-97
159,Zan Tabak,TOR,27,213.36,111.13004,1996-97
160,Yinka Dare,NJN,24,213.36,120.20188,1996-97
161,Xavier McDaniel,NJN,34,200.66,98.883056,1996-97
162,Tom Hammonds,DEN,30,205.74,102.0582,1996-97
163,Stacey King,DAL,30,210.82,113.398,1996-97
164,Stacey Augmon,POR,28,203.2,92.98636,1996-97
165,Sherman Douglas,MIL,30,185.42,88.45044,1996-97
166,Rodney Rogers,LAC,26,200.66,115.66596,1996-97
167,Rod Strickland,WAS,30,190.5,83.91452,1996-97
168,Robert Werdann,NJN,26,210.82,113.398,1996-97
169,Robert Parish,CHI,43,215.9,110.676448,1996-97
170,Robert Pack,DAL,28,187.96,86.18248,1996-97
171,Robert Horry,LAL,26,208.28,99.79024,1996-97
172,Rik Smits,IND,30,223.52,120.20188,1996-97
173,Ricky Pierce,CHH,37,193.04,97.52228,1996-97
174,Rick Mahorn,DET,38,208.28,117.93392,1996-97
175,Rick Fox,BOS,27,200.66,112.944408,1996-97
176,Richard Manning,LAC,27,210.82,111.13004,1996-97
177,Ron Harper,CHI,33,198.12,97.975872,1996-97
178,Rex Walters,PHI,27,193.04,86.18248,1996-97
179,Reggie Williams,NJN,33,201,86,1996-97
180,Reggie Slater,TOR,26,200.66,97.52228,1996-97
181,Reggie Miller,IND,31,200.66,83.91452,1996-97
182,Reggie Jordan,MIN,29,193.04,88.45044,1996-97
183,Reggie Geary,CLE,23,187.96,84.821704,1996-97
184,Ray Owes,GSW,24,205.74,101.604608,1996-97
185,Ray Allen,MIL,21,195.58,92.98636,1996-97
186,Rasheed Wallace,POR,22,210.82,102.0582,1996-97
187,Randy Livingston,HOU,22,193.04,94.800728,1996-97
188,Randy Brown,CHI,29,187.96,86.18248,1996-97
189,Randolph Childress,DET,24,187.96,85.275296,1996-97
190,Rex Chapman,PHX,29,193.04,88.45044,1996-97
191,Jerome Williams,DET,24,205.74,93.439952,1996-97
192,Rony Seikaly,ORL,32,210.82,114.758776,1996-97
193,Ruben Nembhard,POR,25,190.5,94.347136,1996-97
194,Shawnelle Scott,CLE,25,210.82,113.398,1996-97
195,Shawn Respert,TOR,25,187.96,83.91452,1996-97
196,Shawn Kemp,SEA,27,208.28,116.119552,1996-97
197,Shawn Bradley,DAL,25,228.6,112.490816,1996-97
198,Sharone Wright,TOR,24,210.82,117.93392,1996-97
199,Shareef Abdur-Rahim,VAN,20,205.74,104.32616,1996-97
200,Shaquille O'Neal,LAL,25,215.9,136.0776,1996-97
201,Shane Heal,MIN,26,182.88,81.64656,1996-97
202,Shandon Anderson,UTA,23,198.12,94.347136,1996-97
203,Sedale Threatt,HOU,35,187.96,83.91452,1996-97
204,Sean Rooks,LAL,27,208.28,117.93392,1996-97
205,Roy Rogers,VAN,23,208.28,106.59412,1996-97
206,Sean Elliott,SAS,29,203.2,99.79024,1996-97
207,Scott Williams,PHI,29,208.28,104.32616,1996-97
208,Scott Burrell,GSW,26,200.66,102.511792,1996-97
209,Scott Brooks,NYK,31,180.34,74.84268,1996-97
210,Sasha Danilovic,DAL,27,198.12,90.7184,1996-97
211,Sarunas Marciulionis,DEN,33,195.58,90.7184,1996-97
212,Samaki Walker,DAL,21,205.74,108.86208,1996-97
213,Sam Perkins,SEA,36,205.74,115.66596,1996-97
214,Sam Mitchell,MIN,33,200.66,97.52228,1996-97
215,Sam Mack,HOU,27,200.66,99.79024,1996-97
216,Sam Cassell,NJN,27,190.5,83.91452,1996-97
217,Rumeal Robinson,POR,30,187.96,88.45044,1996-97
218,Scottie Pippen,CHI,31,200.66,103.418976,1996-97
219,Jerome Kersey,LAL,35,200.66,108.86208,1996-97
220,Pete Chilcutt,VAN,28,208.28,108.86208,1996-97
221,Jermaine O'Neal,POR,18,210.82,102.511792,1996-97
222,Chris Webber,WAS,24,208.28,111.13004,1996-97
223,Chris Robinson,VAN,23,195.58,90.7184,1996-97
224,Chris Mullin,GSW,33,200.66,97.52228,1996-97
225,Chris Morris,UTA,31,203.2,99.79024,1996-97
226,Chris Mills,CLE,27,200.66,97.975872,1996-97
227,Chris Jent,NYK,27,200.66,99.79024,1996-97
228,Chris Gatling,NJN,29,208.28,104.32616,1996-97
229,Chris Dudley,POR,32,210.82,108.86208,1996-97
230,Chris Childs,NYK,29,190.5,88.45044,1996-97
231,Chris Carr,MIN,23,198.12,99.79024,1996-97
232,Cherokee Parks,MIN,24,210.82,108.86208,1996-97
233,Charlie Ward,NYK,26,187.96,86.18248,1996-97
234,Charles Smith,SAS,31,208.28,110.676448,1996-97
235,Charles Oakley,NYK,33,205.74,111.13004,1996-97
236,Charles Jones,HOU,40,205.74,97.52228,1996-97
237,Charles Barkley,HOU,34,198.12,114.305184,1996-97
238,Cedric Ceballos,PHX,27,200.66,102.0582,1996-97
239,Carlos Rogers,TOR,26,210.82,99.79024,1996-97
240,Carl Thomas,CLE,27,193.04,79.3786,1996-97
241,Carl Herrera,SAS,30,205.74,102.0582,1996-97
242,Calbert Cheaney,WAS,25,200.66,97.52228,1996-97
243,Byron Scott,LAL,36,193.04,92.98636,1996-97
244,Bryon Russell,UTA,26,200.66,102.0582,1996-97
245,Chris Whitney,WAS,25,182.88,77.11064,1996-97
246,Christian Laettner,ATL,27,210.82,111.13004,1996-97
247,Chucky Brown,MIL,29,203.2,97.52228,1996-97
248,Clar. Weatherspoon,PHI,26,200.66,108.86208,1996-97
249,David Wingate,SEA,33,195.58,83.91452,1996-97
250,David Wesley,BOS,26,185.42,89.811216,1996-97
251,David Vaughn,ORL,24,205.74,108.86208,1996-97
252,David Robinson,SAS,31,215.9,106.59412,1996-97
253,Darvin Ham,IND,23,200.66,99.79024,1996-97
254,Darrin Hancock,ATL,25,200.66,92.98636,1996-97
255,Darrick Martin,LAC,26,180.34,77.11064,1996-97
256,Darrell Armstrong,ORL,29,185.42,81.64656,1996-97
257,Danny Manning,PHX,31,208.28,106.140528,1996-97
258,Danny Ferry,CLE,30,208.28,106.59412,1996-97
259,Dana Barros,BOS,30,180.34,73.935496,1996-97
260,Bryant Stith,DEN,26,195.58,94.347136,1996-97
261,Dan Schayes,ORL,38,210.82,117.93392,1996-97
262,Damon Stoudamire,TOR,23,177.8,77.564232,1996-97
263,Dale Ellis,DEN,36,200.66,97.52228,1996-97
264,Dale Davis,IND,28,210.82,104.32616,1996-97
265,Cuonzo Martin,MIL,25,195.58,96.615096,1996-97
266,Craig Ehlo,SEA,35,198.12,81.64656,1996-97
267,Cory Alexander,SAS,24,185.42,86.18248,1996-97
268,Corliss Williamson,SAC,23,200.66,111.13004,1996-97
269,Corie Blount,LAL,28,208.28,109.769264,1996-97
270,Clyde Drexler,HOU,35,200.66,100.697424,1996-97
271,Clifford Rozier,TOR,24,210.82,104.32616,1996-97
272,Clifford Robinson,POR,30,208.28,102.0582,1996-97
273,Dan Majerle,MIA,31,198.12,99.79024,1996-97
274,Bryant Reeves,VAN,24,213.36,124.7378,1996-97
275,Bruce Bowen,MIA,26,200.66,90.7184,1996-97
276,Brooks Thompson,DEN,26,193.04,87.543256,1996-97
277,Antonio Davis,IND,28,205.74,104.32616,1996-97
278,Antoine Walker,BOS,20,205.74,101.604608,1996-97
279,Antoine Carr,UTA,35,205.74,115.66596,1996-97
280,Anthony Peeler,VAN,27,193.04,94.347136,1996-97
281,Anthony Miller,ATL,25,205.74,115.66596,1996-97
282,Anthony Mason,CHH,30,203.2,113.398,1996-97
283,Anthony Goldwire,DEN,25,187.96,82.553744,1996-97
284,Anfernee Hardaway,ORL,25,200.66,97.52228,1996-97
285,Andrew Lang,MIL,31,210.82,124.7378,1996-97
286,Andrew DeClercq,GSW,24,208.28,104.32616,1996-97
287,Amal McCaskill,ORL,23,210.82,106.59412,1996-97
288,Antonio Harvey,SEA,26,210.82,102.0582,1996-97
289,Alton Lister,BOS,38,213.36,111.13004,1996-97
290,Allen Iverson,PHI,22,182.88,74.84268,1996-97
291,Allan Houston,NYK,26,198.12,90.7184,1996-97
292,Aleksandar Djordjevic,POR,29,187.96,89.811216,1996-97
293,Alan Henderson,ATL,24,205.74,106.59412,1996-97
294,Adrian Caldwell,PHI,30,203.2,120.20188,1996-97
295,Adam Keefe,UTA,27,205.74,109.315672,1996-97
296,Acie Earl,MIL,27,210.82,108.86208,1996-97
297,Aaron Williams,VAN,25,205.74,102.0582,1996-97
298,Aaron McKie,DET,24,195.58,94.800728,1996-97
299,Jerome Allen,DEN,24,193.04,83.460928,1996-97
300,A.C. Green,DAL,33,205.74,102.0582,1996-97
301,Alonzo Mourning,MIA,27,208.28,118.387512,1996-97
302,David Wood,MIL,32,205.74,104.32616,1996-97
303,Antonio Lang,CLE,25,203.2,104.32616,1996-97
304,Armen Gilliam,MIL,33,205.74,117.93392,1996-97
305,Brian Shaw,ORL,31,198.12,90.7184,1996-97
306,Brian Grant,SAC,25,205.74,115.212368,1996-97
307,Brian Evans,ORL,23,203.2,99.79024,1996-97
308,Brett Szabo,BOS,29,210.82,104.32616,1996-97
309,Brent Scott,IND,26,208.28,113.398,1996-97
310,Brent Price,HOU,28,185.42,83.91452,1996-97
311,Brent Barry,LAC,25,198.12,88.45044,1996-97
312,Brad Lohaus,TOR,32,210.82,104.32616,1996-97
313,Bobby Phills,CLE,27,195.58,99.79024,1996-97
314,Bobby Hurley,SAC,26,182.88,74.84268,1996-97
315,Bob Sura,CLE,24,195.58,90.7184,1996-97
316,Antonio McDyess,DEN,22,205.74,99.79024,1996-97
317,Bo Outlaw,LAC,26,203.2,95.25432,1996-97
318,Bison Dele,CHI,28,210.82,117.93392,1996-97
319,Bimbo Coles,GSW,29,187.96,82.553744,1996-97
320,Billy Owens,SAC,28,205.74,102.0582,1996-97
321,Bill Wennington,CHI,34,213.36,111.13004,1996-97
322,Benoit Benjamin,TOR,32,213.36,113.398,1996-97
323,Ben Wallace,WAS,22,205.74,108.86208,1996-97
324,Ben Davis,PHX,24,205.74,108.86208,1996-97
325,B.J. Armstrong,GSW,29,187.96,79.3786,1996-97
326,Avery Johnson,SAS,32,180.34,81.64656,1996-97
327,Ashraf Amaya,WAS,25,203.2,104.32616,1996-97
328,Arvydas Sabonis,POR,32,220.98,132.448864,1996-97
329,Blue Edwards,VAN,31,193.04,103.418976,1996-97
330,Dean Garrett,MIN,30,210.82,113.398,1996-97
331,Buck Williams,NYK,37,203.2,102.0582,1996-97
332,Dell Curry,CHH,33,195.58,92.98636,1996-97
333,Hakeem Olajuwon,HOU,34,213.36,115.66596,1996-97
334,Greg Ostertag,UTA,24,218.44,127.00576,1996-97
335,Greg Minor,BOS,25,198.12,95.25432,1996-97
336,Greg Graham,SEA,26,193.04,82.553744,1996-97
337,Greg Foster,UTA,28,210.82,113.398,1996-97
338,Greg Dreiling,DAL,33,215.9,120.20188,1996-97
339,Greg Anthony,VAN,29,185.42,81.64656,1996-97
340,Greg Anderson,SAS,33,208.28,113.398,1996-97
341,Grant Long,DET,31,205.74,112.490816,1996-97
342,Grant Hill,DET,24,203.2,102.0582,1996-97
343,Glenn Robinson,MIL,24,200.66,106.59412,1996-97
344,Harvey Grant,WAS,31,205.74,102.0582,1996-97
345,Glen Rice,CHH,30,203.2,99.79024,1996-97
346,Gerald Wilkins,ORL,33,198.12,102.0582,1996-97
347,George Zidek,DEN,23,213.36,119.748288,1996-97
348,George McCloud,LAL,30,203.2,102.0582,1996-97
349,George Lynch,VAN,26,203.2,103.418976,1996-97
350,Gaylon Nickerson,WAS,28,190.5,86.18248,1996-97
351,Gary Trent,POR,22,203.2,113.398,1996-97
352,Gary Payton,SEA,28,193.04,86.18248,1996-97
353,Gary Grant,MIA,32,190.5,83.91452,1996-97
354,Fred Roberts,DAL,36,208.28,98.883056,1996-97
355,Fred Hoiberg,IND,24,193.04,92.079176,1996-97
356,Frankie King,PHI,25,185.42,83.91452,1996-97
357,Gheorghe Muresan,WAS,26,231.14,137.438376,1996-97
358,Frank Brickowski,BOS,37,205.74,108.86208,1996-97
359,Haywoode Workman,IND,31,187.96,81.64656,1996-97
360,Herb Williams,NYK,39,210.82,117.93392,1996-97
361,Jeff McInnis,DEN,22,193.04,86.18248,1996-97
362,Dee Brown,BOS,28,187.96,87.089664,1996-97
363,Jeff Grayer,SAC,31,195.58,95.25432,1996-97
364,Jayson Williams,NJN,29,205.74,108.86208,1996-97
365,Jason Sasser,DAL,23,200.66,102.0582,1996-97
366,Jason Kidd,PHX,24,193.04,94.347136,1996-97
367,Jason Caffey,CHI,24,203.2,116.119552,1996-97
368,Jaren Jackson,WAS,29,198.12,95.25432,1996-97
369,Jamie Watson,DAL,25,200.66,86.18248,1996-97
370,Jamie Feick,SAS,22,203.2,115.66596,1996-97
371,James Scott,MIA,25,198.12,81.64656,1996-97
372,Henry James,ATL,31,203.2,99.79024,1996-97
373,James Robinson,MIN,26,187.96,81.64656,1996-97
374,Jalen Rose,IND,24,203.2,95.25432,1996-97
375,Jack Haley,NJN,33,208.28,109.769264,1996-97
376,Ivano Newbill,ATL,26,208.28,111.13004,1996-97
377,Isaiah Rider,POR,26,195.58,97.52228,1996-97
378,Ike Austin,MIA,27,208.28,122.46984,1996-97
379,Hubert Davis,TOR,27,195.58,83.007336,1996-97
380,Howard Eisley,UTA,24,187.96,80.285784,1996-97
381,Hot Rod Williams,PHX,34,210.82,111.13004,1996-97
382,Horacio Llamas,PHX,23,210.82,129.27372,1996-97
383,Horace Grant,ORL,31,208.28,111.13004,1996-97
384,Hersey Hawkins,SEA,30,190.5,86.18248,1996-97
385,Jamal Mashburn,MIA,24,203.2,113.398,1996-97
386,Felton Spencer,GSW,29,213.36,127.00576,1996-97
387,Jeff Hornacek,UTA,34,193.04,86.18248,1996-97
388,Ervin Johnson,DEN,29,210.82,111.13004,1996-97
389,Donyell Marshall,GSW,24,205.74,104.32616,1996-97
390,Dontonio Wingfield,POR,23,203.2,116.119552,1996-97
391,Donny Marshall,CLE,24,200.66,104.32616,1996-97
392,Donnie Boyce,ATL,23,195.58,88.904032,1996-97
393,Donald Whiteside,TOR,28,177.8,72.57472,1996-97
394,Donald Royal,CHH,31,203.2,98.883056,1996-97
395,Don Reid,DET,23,203.2,113.398,1996-97
396,Don MacLean,PHI,27,208.28,106.59412,1996-97
397,Dominique Wilkins,SAS,37,203.2,104.32616,1996-97
398,Dino Radja,BOS,30,210.82,102.0582,1996-97
399,Dikembe Mutombo,ATL,31,218.44,113.398,1996-97
400,Doug Christie,TOR,27,198.12,92.98636,1996-97
401,Dickey Simpkins,CHI,25,205.74,112.490816,1996-97
402,Devin Gray,SAS,25,200.66,108.86208,1996-97
403,Detlef Schrempf,SEA,34,208.28,106.59412,1996-97
404,Derrick McKey,IND,30,205.74,92.98636,1996-97
405,Derrick Coleman,PHI,30,208.28,117.93392,1996-97
406,Derrick Alston,ATL,24,210.82,102.0582,1996-97
407,Derek Strong,ORL,29,205.74,108.86208,1996-97
408,Derek Harper,DAL,35,193.04,93.439952,1996-97
409,Derek Fisher,LAL,22,185.42,90.7184,1996-97
410,Dennis Scott,ORL,28,203.2,106.59412,1996-97
411,Dennis Rodman,CHI,36,198.12,99.79024,1996-97
412,Evric Gray,NJN,27,200.66,106.59412,1996-97
413,Dexter Boney,PHX,27,193.04,83.91452,1996-97
414,Doug Overton,PHI,27,190.5,86.18248,1996-97
415,Dell Demps,ORL,27,190.5,92.98636,1996-97
416,Duane Causwell,SAC,29,213.36,108.86208,1996-97
417,Doug West,MIN,30,198.12,99.79024,1996-97
418,Erick Strickland,DAL,23,190.5,95.25432,1996-97
419,Erick Dampier,IND,21,210.82,120.20188,1996-97
420,Eric Williams,BOS,24,203.2,99.79024,1996-97
421,Eric Snow,SEA,24,190.5,90.7184,1996-97
422,Eric Piatkowski,LAC,26,200.66,97.52228,1996-97
423,Eric Murdock,DEN,29,185.42,86.18248,1996-97
424,Eric Mobley,VAN,27,210.82,106.59412,1996-97
425,Eric Leckner,VAN,31,210.82,120.20188,1996-97
426,Ennis Whatley,POR,34,190.5,80.285784,1996-97
427,Emanual Davis,HOU,28,195.58,87.996848,1996-97
428,Eric Montross,NJN,25,213.36,122.46984,1996-97
429,Elmer Bennett,DEN,27,182.88,77.11064,1996-97
430,Duane Ferrell,IND,32,200.66,97.52228,1996-97
431,Elmore Spencer,SEA,27,213.36,122.46984,1996-97
432,Earl Cureton,TOR,39,205.74,95.25432,1996-97
433,Ed O'Bannon,DAL,24,203.2,100.697424,1996-97
434,Ed Pinckney,MIA,34,205.74,108.86208,1996-97
435,Dwayne Schintzius,LAC,28,215.9,117.93392,1996-97
436,Eddie Jones,LAL,25,198.12,86.18248,1996-97
437,Elden Campbell,LAL,28,213.36,113.398,1996-97
438,Eldridge Recasner,ATL,29,193.04,86.18248,1996-97
439,Elliot Perry,MIL,28,182.88,72.57472,1996-97
440,Eddie Johnson,HOU,38,200.66,97.52228,1996-97
441,Ed Gray,ATL,22,190.5,95.25432,1997-98
442,Dontonio Wingfield,POR,24,203.2,116.119552,1997-98
443,Donyell Marshall,GSW,25,205.74,104.32616,1997-98
444,Doug Christie,TOR,28,198.12,92.98636,1997-98
445,Doug Overton,PHI,28,190.5,86.18248,1997-98
446,Doug West,MIN,31,198.12,90.7184,1997-98
447,Drew Barry,ATL,25,195.58,86.636072,1997-98
448,Duane Causwell,MIA,30,213.36,108.86208,1997-98
449,Duane Ferrell,GSW,33,200.66,97.52228,1997-98
450,Ed Stokes,TOR,26,213.36,119.748288,1997-98
451,Eric Washington,DEN,24,193.04,86.18248,1997-98
452,Eddie Jones,LAL,26,198.12,90.7184,1997-98
453,Elden Campbell,LAL,29,213.36,115.66596,1997-98
454,Eldridge Recasner,ATL,30,193.04,86.18248,1997-98
455,Elliot Perry,MIL,29,182.88,68.945984,1997-98
456,Emanual Davis,HOU,29,195.58,88.45044,1997-98
457,Eric Montross,DET,26,213.36,122.46984,1997-98
458,Eric Murdock,MIA,30,185.42,90.7184,1997-98
459,Eric Piatkowski,LAC,27,200.66,97.52228,1997-98
460,Eric Riley,DAL,28,213.36,111.13004,1997-98
461,Eric Snow,PHI,25,190.5,92.532768,1997-98
462,Dontae' Jones,BOS,23,203.2,99.79024,1997-98
463,Eric Williams,DEN,25,203.2,99.79024,1997-98
