,player_name,team_abbreviation,age,player_height,player_weight,season
9351,Dennis Schroder,ATL,23,185.42,78.017824,2016-17
9352,Demetrius Jackson,BOS,22,185.42,91.171992,2016-17
9353,Delon Wright,TOR,25,195.58,86.18248,2016-17
9354,Dejounte Murray,SAS,20,195.58,77.11064,2016-17
9355,DeMarre Carroll,TOR,30,203.2,96.161504,2016-17
9356,DeMarcus Cousins,NOP,26,210.82,122.46984,2016-17
9357,DeMar DeRozan,TOR,27,200.66,99.79024,2016-17
9358,DeAndre' Bembry,ATL,22,198.12,95.25432,2016-17
9359,DeAndre Liggins,DAL,29,198.12,94.800728,2016-17
9360,DeAndre Jordan,LAC,28,210.82,120.20188,2016-17
9361,Davis Bertans,SAS,24,208.28,95.25432,2016-17
9362,David West,GSW,36,205.74,113.398,2016-17
9363,David Nwaba,LAL,24,193.04,94.800728,2016-17
9364,David Lee,SAS,34,205.74,111.13004,2016-17
9365,Darrun Hilliard,DET,24,198.12,92.98636,2016-17
9366,Darren Collison,SAC,29,182.88,79.3786,2016-17
9367,Darrell Arthur,DEN,29,205.74,106.59412,2016-17
9368,Dario Saric,PHI,23,208.28,101.151016,2016-17
9369,Danuel House,WAS,24,200.66,97.52228,2016-17
9370,Dante Exum,UTA,21,198.12,86.18248,2016-17
9371,Dante Cunningham,NOP,30,203.2,104.32616,2016-17
9372,Danny Green,SAS,30,198.12,97.52228,2016-17
9373,Danilo Gallinari,DEN,28,208.28,102.0582,2016-17
9374,Daniel Ochefu,WAS,23,210.82,111.13004,2016-17
9375,Bryn Forbes,SAS,23,190.5,86.18248,2016-17
9376,Derrick Jones Jr.,PHX,20,200.66,86.18248,2016-17
9377,Bruno Caboclo,TOR,21,205.74,92.98636,2016-17
9378,Brice Johnson,LAC,23,208.28,104.32616,2016-17
9379,Andrew Wiggins,MIN,22,203.2,90.264808,2016-17
9380,Andrew Nicholson,BKN,27,205.74,113.398,2016-17
9381,Andrew Harrison,MEM,22,198.12,96.615096,2016-17
9382,Andrew Bogut,CLE,32,213.36,117.93392,2016-17
9383,Andre Roberson,OKC,25,200.66,95.25432,2016-17
9384,Andre Iguodala,GSW,33,198.12,97.52228,2016-17
9385,Andre Drummond,DET,23,210.82,126.552168,2016-17
9386,Anderson Varejao,GSW,34,210.82,123.830616,2016-17
9387,Amir Johnson,BOS,30,205.74,108.86208,2016-17
9388,Alonzo Gee,DEN,30,198.12,102.0582,2016-17
9389,Allen Crabbe,POR,25,198.12,97.52228,2016-17
9390,Alexis Ajinca,NOP,29,218.44,112.490816,2016-17
9391,Anthony Bennett,BKN,24,203.2,106.59412,2016-17
9392,Alex Poythress,PHI,23,200.66,107.954896,2016-17
9393,Alex Abrines,OKC,23,198.12,86.18248,2016-17
9394,Alec Burks,UTA,25,198.12,97.068688,2016-17
9395,Alan Williams,PHX,24,203.2,117.93392,2016-17
9396,Alan Anderson,LAC,34,198.12,99.79024,2016-17
9397,Al-Farouq Aminu,POR,26,205.74,99.79024,2016-17
9398,Al Jefferson,IND,32,208.28,131.088088,2016-17
9399,Zach Randolph,MEM,35,205.74,117.93392,2016-17
9400,Adreian Payne,MIN,26,208.28,107.501304,2016-17
9401,Aaron Harrison,CHA,22,198.12,95.25432,2016-17
9402,Aaron Gordon,ORL,21,205.74,99.79024,2016-17
9403,Aaron Brooks,IND,32,182.88,73.028312,2016-17
9404,AJ Hammons,DAL,24,213.36,117.93392,2016-17
9405,Alex Len,PHX,24,215.9,117.93392,2016-17
9406,Anthony Brown,ORL,24,200.66,95.707912,2016-17
9407,Anthony Davis,NOP,24,210.82,114.758776,2016-17
9408,Anthony Morrow,CHI,31,195.58,95.25432,2016-17
9409,Briante Weber,CHA,24,187.96,74.84268,2016-17
9410,Brian Roberts,CHA,31,185.42,78.471416,2016-17
9411,Brandon Rush,MIN,31,198.12,102.0582,2016-17
9412,Brandon Knight,PHX,25,190.5,88.45044,2016-17
9413,Brandon Jennings,WAS,27,185.42,77.11064,2016-17
9414,Brandon Ingram,LAL,19,205.74,86.18248,2016-17
9415,Brandon Bass,LAC,32,203.2,113.398,2016-17
9416,Brandan Wright,MEM,29,208.28,95.25432,2016-17
9417,Bradley Beal,WAS,24,195.58,93.893544,2016-17
9418,Boris Diaw,UTA,35,203.2,113.398,2016-17
9419,Bojan Bogdanovic,WAS,28,203.2,102.0582,2016-17
9420,Bobby Portis,CHI,22,210.82,111.583632,2016-17
9421,Bobby Brown,HOU,32,187.96,79.3786,2016-17
9422,Boban Marjanovic,DET,28,220.98,131.54168,2016-17
9423,Blake Griffin,LAC,28,208.28,113.851592,2016-17
9424,Bismack Biyombo,ORL,24,205.74,115.66596,2016-17
9425,Beno Udrih,DET,34,190.5,92.98636,2016-17
9426,Ben McLemore,SAC,24,195.58,88.45044,2016-17
9427,Ben Bentil,DAL,22,205.74,106.59412,2016-17
9428,Axel Toupane,NOP,24,200.66,95.25432,2016-17
9429,Avery Bradley,BOS,26,187.96,81.64656,2016-17
9430,Austin Rivers,LAC,24,193.04,90.7184,2016-17
9431,Arron Afflalo,SAC,31,195.58,95.25432,2016-17
9432,Aron Baynes,DET,30,208.28,117.93392,2016-17
9433,Arinze Onuaku,ORL,29,205.74,115.66596,2016-17
9434,Archie Goodwin,BKN,22,195.58,92.98636,2016-17
9435,Anthony Tolliver,SAC,32,203.2,108.86208,2016-17
9436,Brook Lopez,BKN,29,213.36,121.562656,2016-17
9437,Jordan Hill,MIN,29,208.28,108.86208,2016-17
9438,Derrick Rose,NYK,28,190.5,86.18248,2016-17
9439,Devin Booker,PHX,20,198.12,93.439952,2016-17
9440,Jaylen Brown,BOS,20,200.66,102.0582,2016-17
9441,Jason Terry,MIL,39,187.96,83.91452,2016-17
9442,Jason Smith,WAS,31,213.36,108.86208,2016-17
9443,Jarrod Uthoff,DAL,24,205.74,100.243832,2016-17
9444,Jarrett Jack,NOP,33,190.5,90.7184,2016-17
9445,Jarnell Stokes,DEN,23,205.74,115.66596,2016-17
9446,Jarell Martin,MEM,23,208.28,108.408488,2016-17
9447,Jarell Eddie,PHX,25,200.66,98.883056,2016-17
9448,Jared Sullinger,TOR,25,205.74,117.93392,2016-17
9449,Jared Dudley,PHX,31,200.66,102.0582,2016-17
9450,James Young,BOS,21,198.12,97.52228,2016-17
9451,James Michael McAdoo,GSW,24,205.74,108.86208,2016-17
9452,Jeff Green,ORL,30,205.74,106.59412,2016-17
9453,James Jones,CLE,36,203.2,98.883056,2016-17
9454,James Harden,HOU,27,195.58,99.79024,2016-17
9455,James Ennis III,MEM,26,200.66,95.25432,2016-17
9456,Jameer Nelson,DEN,35,182.88,86.18248,2016-17
9457,Jamal Murray,DEN,20,193.04,93.893544,2016-17
9458,Jamal Crawford,LAC,37,195.58,88.45044,2016-17
9459,Jakob Poeltl,TOR,21,213.36,104.32616,2016-17
9460,Jake Layman,POR,23,205.74,95.25432,2016-17
9461,Jahlil Okafor,PHI,21,210.82,124.7378,2016-17
9462,Jae Crowder,BOS,26,198.12,106.59412,2016-17
9463,Jabari Parker,MIL,22,203.2,113.398,2016-17
9464,JaVale McGee,GSW,29,213.36,122.46984,2016-17
9465,JaMychal Green,MEM,27,205.74,102.965384,2016-17
9466,James Johnson,MIA,30,205.74,113.398,2016-17
9467,Jeff Teague,IND,29,187.96,84.368112,2016-17
9468,Jeff Withey,UTA,27,213.36,104.779752,2016-17
9469,Jerami Grant,OKC,23,205.74,95.25432,2016-17
9470,Jordan Crawford,NOP,28,195.58,88.45044,2016-17
9471,Jordan Clarkson,LAL,25,195.58,87.996848,2016-17
9472,Jonathon Simmons,SAS,27,198.12,88.45044,2016-17
9473,Jonathan Gibson,DAL,29,187.96,83.91452,2016-17
9474,Jonas Valanciunas,TOR,25,213.36,115.66596,2016-17
9475,Jonas Jerebko,BOS,30,208.28,104.779752,2016-17
9476,Jon Leuer,DET,28,208.28,103.418976,2016-17
9477,Johnny O'Bryant III,CHA,24,205.74,116.573144,2016-17
9478,John Wall,WAS,26,193.04,95.25432,2016-17
9479,John Lucas III,MIN,34,180.34,75.296272,2016-17
9480,John Jenkins,PHX,26,193.04,97.52228,2016-17
9481,John Henson,MIL,26,210.82,103.872568,2016-17
9482,Joffrey Lauvergne,CHI,25,210.82,99.79024,2016-17
9483,Joel Embiid,PHI,23,213.36,113.398,2016-17
9484,Joel Bolomboy,UTA,23,205.74,106.59412,2016-17
9485,Joel Anthony,SAS,34,205.74,111.13004,2016-17
9486,Joe Young,IND,25,187.96,81.64656,2016-17
9487,Joe Johnson,UTA,36,200.66,108.86208,2016-17
9488,Joe Ingles,UTA,29,203.2,102.511792,2016-17
9489,Joe Harris,BKN,25,198.12,99.336648,2016-17
9490,Jodie Meeks,ORL,29,193.04,95.25432,2016-17
9491,Joakim Noah,NYK,32,210.82,104.32616,2016-17
9492,Jimmy Butler,CHI,27,200.66,104.779752,2016-17
9493,Jerryd Bayless,PHI,28,190.5,90.7184,2016-17
9494,Jerian Grant,CHI,24,193.04,89.811216,2016-17
9495,Jeremy Lin,BKN,28,190.5,90.7184,2016-17
9496,Jeremy Lamb,CHA,25,195.58,83.91452,2016-17
9497,JR Smith,CLE,31,198.12,102.0582,2016-17
9498,Derrick Williams,CLE,26,203.2,108.86208,2016-17
9499,JJ Redick,LAC,33,193.04,86.18248,2016-17
9500,Ivica Zubac,LAL,20,215.9,108.86208,2016-17
9501,Evan Fournier,ORL,24,200.66,92.98636,2016-17
9502,Ersan Ilyasova,ATL,30,208.28,106.59412,2016-17
9503,Eric Gordon,HOU,28,193.04,97.52228,2016-17
9504,Eric Bledsoe,PHX,27,185.42,92.98636,2016-17
9505,Enes Kanter,OKC,25,210.82,111.13004,2016-17
9506,Emmanuel Mudiay,DEN,21,195.58,90.7184,2016-17
9507,Elijah Millsap,PHX,29,200.66,97.52228,2016-17
9508,Elfrid Payton,ORL,23,193.04,83.91452,2016-17
9509,Edy Tavares,CLE,25,220.98,120.20188,2016-17
9510,Ed Davis,POR,28,208.28,111.13004,2016-17
9511,E'Twaun Moore,NOP,28,193.04,86.636072,2016-17
9512,Dwyane Wade,CHI,35,193.04,99.79024,2016-17
9513,Evan Turner,POR,28,200.66,99.79024,2016-17
9514,Dwight Powell,DAL,25,210.82,108.86208,2016-17
9515,Draymond Green,GSW,27,200.66,104.32616,2016-17
9516,Dragan Bender,PHX,19,215.9,102.0582,2016-17
9517,Doug McDermott,OKC,25,203.2,99.336648,2016-17
9518,Dorian Finney-Smith,DAL,24,203.2,99.79024,2016-17
9519,Donatas Motiejunas,NOP,26,213.36,100.697424,2016-17
9520,Domantas Sabonis,OKC,21,210.82,108.86208,2016-17
9521,Dirk Nowitzki,DAL,39,213.36,111.13004,2016-17
9522,Dion Waiters,MIA,25,193.04,99.79024,2016-17
9523,Diamond Stone,LAC,20,210.82,115.66596,2016-17
9524,Deyonta Davis,MEM,20,208.28,108.86208,2016-17
9525,Dewayne Dedmon,SAS,27,213.36,111.13004,2016-17
9526,Devin Harris,DAL,34,190.5,83.91452,2016-17
9527,Dwight Howard,ATL,31,210.82,120.20188,2016-17
9528,Frank Kaminsky,CHA,24,213.36,108.86208,2016-17
9529,Fred VanVleet,TOR,23,182.88,88.45044,2016-17
9530,Garrett Temple,SAC,31,198.12,88.45044,2016-17
9531,Ish Smith,DET,28,182.88,79.3786,2016-17
9532,Isaiah Whitehead,BKN,22,193.04,96.615096,2016-17
9533,Isaiah Thomas,BOS,28,175.26,83.91452,2016-17
9534,Isaiah Taylor,HOU,22,190.5,77.11064,2016-17
9535,Isaiah Canaan,CHI,26,182.88,91.171992,2016-17
9536,Iman Shumpert,CLE,27,195.58,99.79024,2016-17
9537,Ian Mahinmi,WAS,30,210.82,118.841104,2016-17
9538,Ian Clark,GSW,26,190.5,79.3786,2016-17
9539,Hollis Thompson,NOP,26,203.2,93.439952,2016-17
9540,Henry Ellenson,DET,20,210.82,111.13004,2016-17
9541,Hassan Whiteside,MIA,28,213.36,120.20188,2016-17
9542,Harrison Barnes,DAL,25,203.2,102.0582,2016-17
9543,Greivis Vasquez,BKN,30,198.12,98.429464,2016-17
9544,Greg Monroe,MIL,27,210.82,120.20188,2016-17
9545,Gorgui Dieng,MIN,27,210.82,108.86208,2016-17
9546,Gordon Hayward,UTA,27,203.2,102.511792,2016-17
9547,Goran Dragic,MIA,31,190.5,86.18248,2016-17
9548,Glenn Robinson III,IND,23,198.12,100.697424,2016-17
9549,Giannis Antetokounmpo,MIL,22,210.82,100.697424,2016-17
9550,Gerald Henderson,PHI,29,195.58,97.52228,2016-17
9551,Gerald Green,BOS,31,200.66,92.98636,2016-17
9552,Georgios Papagiannis,SAC,19,215.9,108.86208,2016-17
9553,Georges Niang,IND,24,203.2,104.32616,2016-17
9554,George Hill,UTA,31,190.5,85.275296,2016-17
9555,Gary Payton II,MIL,24,190.5,86.18248,2016-17
9556,Gary Neal,ATL,32,193.04,95.25432,2016-17
9557,Gary Harris,DEN,22,193.04,95.25432,2016-17
9558,J.J. Barea,DAL,33,182.88,83.91452,2016-17
9559,Zaza Pachulia,GSW,33,210.82,124.7378,2016-17
9560,Willy Hernangomez,NYK,23,210.82,108.86208,2016-17
9561,Briante Weber,MEM,25,187.96,74.84268,2017-18
9562,Jae Crowder,UTA,27,198.12,106.59412,2017-18
9563,Jahlil Okafor,BKN,22,210.82,117.93392,2017-18
9564,Jake Layman,POR,24,205.74,95.25432,2017-18
9565,Jakob Poeltl,TOR,22,213.36,104.32616,2017-18
9566,Jalen Jones,DAL,25,200.66,99.79024,2017-18
9567,Jamal Crawford,MIN,38,195.58,83.91452,2017-18
9568,Jamal Murray,DEN,21,193.04,93.893544,2017-18
9569,Jameel Warney,DAL,24,203.2,117.93392,2017-18
9570,Jameer Nelson,DET,36,182.88,86.18248,2017-18
9571,Jamel Artis,ORL,25,200.66,96.615096,2017-18
9572,James Ennis III,DET,27,200.66,95.25432,2017-18
9573,James Harden,HOU,28,195.58,99.79024,2017-18
9574,Jacob Wiley,BKN,23,203.2,101.151016,2017-18
9575,James Johnson,MIA,31,203.2,108.86208,2017-18
9576,James Webb III,BKN,24,205.74,91.625584,2017-18
9577,James Young,PHI,22,198.12,97.52228,2017-18
9578,Jamil Wilson,LAC,27,200.66,103.872568,2017-18
9579,Jared Dudley,PHX,32,200.66,108.86208,2017-18
9580,Jarell Eddie,CHI,26,200.66,98.883056,2017-18
9581,Jarell Martin,MEM,24,208.28,108.408488,2017-18
9582,Jarrett Allen,BKN,20,210.82,106.140528,2017-18
9583,Jarrett Jack,NYK,34,190.5,90.7184,2017-18
9584,Jason Smith,WAS,32,213.36,108.86208,2017-18
9585,Jason Terry,MIL,40,187.96,83.91452,2017-18
9586,Jawun Evans,LAC,21,182.88,86.18248,2017-18
9587,Jaylen Brown,BOS,21,200.66,102.0582,2017-18
9588,James Michael McAdoo,PHI,25,205.74,104.32616,2017-18
9589,Jaylen Morris,ATL,22,195.58,83.91452,2017-18
9590,Jacob Pullen,PHI,28,185.42,90.7184,2017-18
9591,Jabari Parker,MIL,23,203.2,113.398,2017-18
9592,Gordon Hayward,BOS,28,203.2,102.511792,2017-18
9593,Gorgui Dieng,MIN,28,210.82,113.851592,2017-18
9594,Greg Monroe,BOS,28,210.82,120.20188,2017-18
9595,Guerschon Yabusele,BOS,22,203.2,117.93392,2017-18
9596,Harrison Barnes,DAL,26,203.2,102.0582,2017-18
9597,Hassan Whiteside,MIA,29,213.36,120.20188,2017-18
9598,Henry Ellenson,DET,21,210.82,111.13004,2017-18
9599,Ian Clark,NOP,27,190.5,79.3786,2017-18
9600,Ian Mahinmi,WAS,31,210.82,118.841104,2017-18
9601,Ike Anigbogu,IND,19,208.28,118.841104,2017-18
9602,Iman Shumpert,SAC,28,195.58,99.79024,2017-18
9603,Isaiah Canaan,OKC,27,182.88,91.171992,2017-18
9604,Jack Cooley,SAC,27,208.28,124.284208,2017-18
9605,Isaiah Hicks,NYK,23,205.74,109.769264,2017-18
9606,Isaiah Thomas,LAL,29,175.26,83.91452,2017-18
9607,Isaiah Whitehead,BKN,23,193.04,96.615096,2017-18
9608,Ish Smith,DET,29,182.88,79.3786,2017-18
9609,Ivan Rabb,MEM,21,208.28,99.79024,2017-18
9610,Ivica Zubac,LAL,21,215.9,108.86208,2017-18
9611,J.J. Barea,DAL,34,182.88,83.91452,2017-18
9612,JJ Redick,PHI,34,193.04,90.7184,2017-18
9613,JR Smith,CLE,32,198.12,102.0582,2017-18
9614,JaKarr Sampson,SAC,25,205.74,93.893544,2017-18
9615,JaMychal Green,MEM,28,205.74,102.965384,2017-18
9616,JaVale McGee,GSW,30,213.36,122.46984,2017-18
9617,Jabari Bird,BOS,23,198.12,89.811216,2017-18
9618,Isaiah Taylor,ATL,23,190.5,77.11064,2017-18
9619,Jayson Tatum,BOS,20,203.2,92.98636,2017-18
9620,Jeff Green,CLE,31,205.74,106.59412,2017-18
9621,Jeff Teague,MIN,30,187.96,85.728888,2017-18
9622,Jordan Crawford,NOP,29,195.58,88.45044,2017-18
9623,Jordan Mickey,MIA,23,203.2,106.59412,2017-18
9624,Jose Calderon,CLE,36,190.5,90.7184,2017-18
9625,Josh Gray,PHX,24,185.42,81.64656,2017-18
9626,Josh Hart,LAL,23,195.58,97.52228,2017-18
9627,Josh Huestis,OKC,26,200.66,104.32616,2017-18
9628,Josh Jackson,PHX,21,203.2,90.7184,2017-18
9629,Josh Magette,ATL,28,185.42,72.57472,2017-18
9630,Josh McRoberts,DAL,31,208.28,108.86208,2017-18
9631,Josh Richardson,MIA,24,198.12,90.7184,2017-18
9632,Josh Smith,NOP,32,205.74,102.0582,2017-18
9633,Jrue Holiday,NOP,28,193.04,92.98636,2017-18
9634,Jordan Clarkson,CLE,26,195.58,87.996848,2017-18
9635,Juancho Hernangomez,DEN,22,205.74,104.32616,2017-18
9636,Julyan Stone,CHA,29,198.12,90.7184,2017-18
9637,Justin Anderson,PHI,24,198.12,104.32616,2017-18
9638,Justin Holiday,CHI,29,198.12,83.91452,2017-18
9639,Justin Jackson,SAC,23,203.2,95.25432,2017-18
9640,Justin Patton,MIN,21,213.36,107.047712,2017-18
9641,Justise Winslow,MIA,22,200.66,102.0582,2017-18
9642,Jusuf Nurkic,POR,23,213.36,127.00576,2017-18
9643,Kadeem Allen,BOS,25,190.5,90.7184,2017-18
9644,Karl-Anthony Towns,MIN,22,213.36,112.490816,2017-18
9645,Kawhi Leonard,SAS,27,200.66,104.32616,2017-18
9646,Kay Felder,DET,23,175.26,79.832192,2017-18
9647,Kelly Olynyk,MIA,27,213.36,111.13004,2017-18
9648,Julius Randle,LAL,23,205.74,113.398,2017-18
9649,Jordan Bell,GSW,23,205.74,101.604608,2017-18
9650,Jonathon Simmons,ORL,28,198.12,88.45044,2017-18
9651,Jonathan Isaac,ORL,20,208.28,95.25432,2017-18
9652,Jeff Withey,DAL,28,213.36,104.32616,2017-18
9653,Jerami Grant,OKC,24,205.74,99.79024,2017-18
9654,Jeremy Evans,ATL,30,205.74,90.7184,2017-18
9655,Jeremy Lamb,CHA,26,195.58,83.91452,2017-18
9656,Jeremy Lin,BKN,29,190.5,90.7184,2017-18
9657,Jerian Grant,CHI,25,193.04,89.811216,2017-18
9658,Jerryd Bayless,PHI,29,190.5,90.7184,2017-18
9659,Jimmy Butler,MIN,28,203.2,107.047712,2017-18
9660,Joakim Noah,NYK,33,210.82,104.32616,2017-18
9661,Jodie Meeks,WAS,30,193.04,95.25432,2017-18
9662,Joe Harris,BKN,26,198.12,99.336648,2017-18
9663,Joe Ingles,UTA,30,203.2,102.511792,2017-18
9664,Joe Johnson,HOU,37,200.66,108.86208,2017-18
9665,Joe Young,IND,26,187.96,83.91452,2017-18
9666,Joel Bolomboy,UTA,24,205.74,106.59412,2017-18
9667,Joel Embiid,PHI,24,213.36,113.398,2017-18
9668,Joffrey Lauvergne,SAS,26,210.82,117.93392,2017-18
9669,John Collins,ATL,20,208.28,106.59412,2017-18
9670,John Henson,MIL,27,210.82,103.872568,2017-18
9671,John Holland,CLE,29,195.58,92.98636,2017-18
9672,John Wall,WAS,27,193.04,95.25432,2017-18
9673,Johnathan Motley,DAL,23,208.28,104.32616,2017-18
9674,Johnny O'Bryant III,CHA,25,205.74,116.573144,2017-18
9675,Jon Leuer,DET,29,208.28,103.418976,2017-18
9676,Jonas Jerebko,UTA,31,208.28,104.779752,2017-18
9677,Jonas Valanciunas,TOR,26,213.36,115.66596,2017-18
9678,Jonathan Gibson,BOS,30,187.96,83.91452,2017-18
9679,Goran Dragic,MIA,32,190.5,86.18248,2017-18
9680,Glenn Robinson III,IND,24,200.66,97.52228,2017-18
9681,Giannis Antetokounmpo,MIL,23,210.82,100.697424,2017-18
9682,Gian Clavell,DAL,24,193.04,83.91452,2017-18
9683,Damian Jones,GSW,23,213.36,111.13004,2017-18
9684,Damian Lillard,POR,27,190.5,88.45044,2017-18
9685,Damien Wilkins,IND,38,198.12,98.429464,2017-18
9686,Damion Lee,ATL,25,198.12,95.25432,2017-18
9687,Damyean Dotson,NYK,24,195.58,95.25432,2017-18
9688,Daniel Hamilton,OKC,22,200.66,88.45044,2017-18
9689,Daniel Theis,BOS,26,205.74,110.222856,2017-18
9690,Danilo Gallinari,LAC,29,208.28,102.0582,2017-18
9691,Danny Green,SAS,31,198.12,97.52228,2017-18
9692,Dante Cunningham,BKN,31,203.2,104.32616,2017-18
9693,Dante Exum,UTA,22,198.12,86.18248,2017-18
9694,Danuel House Jr.,PHX,25,200.66,99.79024,2017-18
9695,Dakari Johnson,OKC,22,213.36,115.66596,2017-18
9696,Dario Saric,PHI,24,208.28,101.151016,2017-18
9697,Darrell Arthur,DEN,30,205.74,106.59412,2017-18
9698,Darren Collison,IND,30,187.96,83.91452,2017-18
9699,Darrun Hilliard,SAS,25,198.12,99.79024,2017-18
9700,David Nwaba,CHI,25,193.04,94.800728,2017-18
9701,David Stockton,UTA,27,180.34,74.84268,2017-18
9702,David West,GSW,37,205.74,113.398,2017-18
9703,Davis Bertans,SAS,25,208.28,95.25432,2017-18
9704,Davon Reed,PHX,23,198.12,95.25432,2017-18
9705,De'Aaron Fox,SAC,20,190.5,79.3786,2017-18
9706,DeAndre Jordan,LAC,29,210.82,120.20188,2017-18
9707,DeAndre Liggins,NOP,30,198.12,94.800728,2017-18
9708,DeAndre' Bembry,ATL,23,198.12,95.25432,2017-18
9709,Darius Miller,NOP,28,203.2,102.0582,2017-18
9710,D.J. Wilson,MIL,22,208.28,107.047712,2017-18
9711,D.J. Augustin,ORL,30,182.88,83.007336,2017-18
9712,D'Angelo Russell,BKN,22,195.58,88.45044,2017-18
9713,Brook Lopez,LAL,30,213.36,121.562656,2017-18
9714,Bruno Caboclo,SAC,22,205.74,92.98636,2017-18
9715,Bryn Forbes,SAS,24,190.5,86.18248,2017-18
9716,Buddy Hield,SAC,25,193.04,97.068688,2017-18
9717,C.J. Williams,LAC,28,195.58,104.32616,2017-18
9718,CJ McCollum,POR,26,190.5,86.18248,2017-18
9719,CJ Miles,TOR,31,198.12,102.0582,2017-18
9720,Caleb Swanigan,POR,21,203.2,113.398,2017-18
9721,Cameron Payne,CHI,23,190.5,83.91452,2017-18
9722,Caris LeVert,BKN,23,200.66,92.079176,2017-18
9723,Carmelo Anthony,OKC,34,203.2,108.86208,2017-18
9724,Cedi Osman,CLE,23,203.2,97.52228,2017-18
9725,Chandler Parsons,MEM,29,208.28,104.32616,2017-18
9726,Channing Frye,LAL,35,210.82,115.66596,2017-18
9727,Charles Cooke,NOP,23,195.58,88.904032,2017-18
9728,Cheick Diallo,NOP,21,205.74,99.79024,2017-18
9729,Chinanu Onuaku,HOU,21,208.28,111.13004,2017-18
9730,Chris Boucher,GSW,25,208.28,90.7184,2017-18
9731,Chris McCullough,WAS,23,205.74,97.52228,2017-18
9732,Chris Paul,HOU,33,182.88,79.3786,2017-18
9733,Clint Capela,HOU,24,208.28,108.86208,2017-18
9734,Cody Zeller,CHA,25,213.36,108.86208,2017-18
9735,Cole Aldrich,MIN,29,210.82,114.758776,2017-18
9736,Corey Brewer,OKC,32,205.74,84.368112,2017-18
9737,Cory Joseph,IND,26,190.5,86.18248,2017-18
9738,Courtney Lee,NYK,32,195.58,90.7184,2017-18
9739,Cristiano Felicio,CHI,25,205.74,127.00576,2017-18
9740,DeMar DeRozan,TOR,28,200.66,99.79024,2017-18
9741,Kelly Oubre Jr.,WAS,22,200.66,92.98636,2017-18
9742,DeMarcus Cousins,NOP,27,210.82,122.46984,2017-18
9743,Dejounte Murray,SAS,21,195.58,77.11064,2017-18
9744,Ed Davis,POR,29,208.28,111.13004,2017-18
9745,Edmond Sumner,IND,22,195.58,85.275296,2017-18
9746,Ekpe Udoh,UTA,31,208.28,111.13004,2017-18
9747,Elfrid Payton,PHX,24,193.04,83.91452,2017-18
9748,Emeka Okafor,NOP,35,208.28,115.66596,2017-18
9749,Emmanuel Mudiay,NYK,22,195.58,90.7184,2017-18
9750,Enes Kanter,NYK,26,210.82,111.13004,2017-18
9751,Eric Bledsoe,MIL,28,185.42,92.98636,2017-18
9752,Eric Gordon,HOU,29,193.04,97.52228,2017-18
9753,Eric Moreland,DET,26,208.28,107.954896,2017-18
9754,Erik McCree,UTA,24,203.2,102.0582,2017-18
9755,Ersan Ilyasova,PHI,31,208.28,106.59412,2017-18
9756,E'Twaun Moore,NOP,29,193.04,86.636072,2017-18
9757,Evan Fournier,ORL,25,200.66,92.98636,2017-18
9758,Frank Kaminsky,CHA,25,213.36,109.769264,2017-18
9759,Frank Mason,SAC,24,180.34,86.18248,2017-18
9760,Frank Ntilikina,NYK,19,195.58,86.18248,2017-18
9761,Fred VanVleet,TOR,24,182.88,88.45044,2017-18
9762,Furkan Korkmaz,PHI,20,200.66,86.18248,2017-18
9763,Garrett Temple,SAC,32,198.12,88.45044,2017-18
9764,Gary Harris,DEN,23,193.04,95.25432,2017-18
9765,Gary Payton II,LAL,25,190.5,86.18248,2017-18
9766,George Hill,CLE,32,190.5,85.275296,2017-18
9767,Georges Niang,UTA,25,198.12,104.779752,2017-18
9768,Georgios Papagiannis,POR,20,215.9,108.86208,2017-18
9769,Gerald Green,HOU,32,200.66,92.98636,2017-18
9770,Evan Turner,POR,29,200.66,99.79024,2017-18
9771,Dwyane Wade,MIA,36,193.04,99.79024,2017-18
9772,Dwight Powell,DAL,26,210.82,108.86208,2017-18
9773,Dwight Howard,CHA,32,210.82,120.20188,2017-18
9774,Delon Wright,TOR,26,195.58,86.18248,2017-18
9775,Demetrius Jackson,PHI,23,185.42,91.171992,2017-18
9776,Dennis Schroder,ATL,24,185.42,78.017824,2017-18
9777,Dennis Smith Jr.,DAL,20,190.5,88.45044,2017-18
9778,Denzel Valentine,CHI,24,198.12,97.068688,2017-18
9779,Derrick Favors,UTA,26,208.28,120.20188,2017-18
9780,Derrick Jones Jr.,MIA,21,200.66,90.7184,2017-18
9781,Derrick Rose,MIN,29,190.5,86.18248,2017-18
9782,Derrick Walton Jr.,MIA,23,185.42,83.91452,2017-18
9783,Derrick White,SAS,23,193.04,86.18248,2017-18
9784,Derrick Williams,LAL,27,203.2,108.86208,2017-18
9785,Devin Booker,PHX,21,198.12,95.25432,2017-18
9786,Devin Harris,DEN,35,190.5,83.91452,2017-18
9787,Devin Robinson,WAS,23,203.2,90.7184,2017-18
9788,Dewayne Dedmon,ATL,28,213.36,111.13004,2017-18
9789,Deyonta Davis,MEM,21,210.82,107.501304,2017-18
9790,Dillon Brooks,MEM,22,198.12,99.79024,2017-18
9791,Dion Waiters,MIA,26,193.04,97.52228,2017-18
9792,Dirk Nowitzki,DAL,40,213.36,111.13004,2017-18
9793,Domantas Sabonis,IND,22,208.28,114.305184,2017-18
9794,Donovan Mitchell,UTA,21,190.5,97.52228,2017-18
